Simul Nr;Rep;Pop size;Select coeff;Attempts;Prob allele loss;Prob allele fix;St. dev. allele fix;Aver gen to fix;St. dev. gen to fix
1;17;10;0.1;10000;0.12300000;0.87700000;0.0032843721;20.94;14.94
1;18;10;0.1;10000;0.12620000;0.87380000;0.0033207463;20.97;14.93
1;19;10;0.1;10000;0.12830000;0.87170000;0.0033442355;21.17;15.23
1;20;10;0.1;10000;0.12500000;0.87500000;0.0033071891;21.24;14.91
2;1;100;0.1;100000;0.14364000;0.85636000;0.0011090877;76.88;19.69
2;2;100;0.1;100000;0.14437000;0.85563000;0.0011114284;76.86;19.61
2;3;100;0.1;100000;0.14381000;0.85619000;0.0011096337;76.87;19.63
2;4;100;0.1;100000;0.14520000;0.85480000;0.0011140779;76.90;19.75
2;5;100;0.1;100000;0.14389000;0.85611000;0.0011098904;76.69;19.53
2;6;100;0.1;100000;0.14570000;0.85430000;0.0011156680;76.82;19.60
2;7;100;0.1;100000;0.14418000;0.85582000;0.0011108201;76.82;19.69
2;8;100;0.1;100000;0.14402000;0.85598000;0.0011103073;76.87;19.70
2;9;100;0.1;100000;0.14440000;0.85560000;0.0011115244;76.86;19.57
2;10;100;0.1;100000;0.14433000;0.85567000;0.0011113004;76.86;19.56
2;11;100;0.1;100000;0.14512000;0.85488000;0.0011138231;76.87;19.62
2;12;100;0.1;100000;0.14481000;0.85519000;0.0011128345;76.86;19.69
2;13;100;0.1;100000;0.14475000;0.85525000;0.0011126430;76.83;19.56
2;14;100;0.1;100000;0.14528000;0.85472000;0.0011143326;76.90;19.61
2;15;100;0.1;100000;0.14437000;0.85563000;0.0011114284;76.73;19.69
2;16;100;0.1;100000;0.14457000;0.85543000;0.0011120680;76.86;19.65
2;17;100;0.1;100000;0.14570000;0.85430000;0.0011156680;76.72;19.57
2;18;100;0.1;100000;0.14569000;0.85431000;0.0011156362;76.89;19.56
2;19;100;0.1;100000;0.14308000;0.85692000;0.0011072855;76.90;19.61
2;20;100;0.1;100000;0.14546000;0.85454000;0.0011149053;76.67;19.59
1;1;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;2;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;3;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;4;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;5;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;6;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;7;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;8;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;9;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;10;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;11;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;12;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;13;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;14;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;15;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;16;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;17;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;18;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;19;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;20;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
2;1;100;0.1;100000;0.00045000;0.99955000;0.0000670669;59.16;16.27
2;2;100;0.1;100000;0.00041000;0.99959000;0.0000640181;59.13;16.31
2;3;100;0.1;100000;0.00042000;0.99958000;0.0000647938;59.19;16.21
2;4;100;0.1;100000;0.00049000;0.99951000;0.0000699828;59.16;16.21
2;5;100;0.1;100000;0.00052000;0.99948000;0.0000720923;59.16;16.35
2;6;100;0.1;100000;0.00049000;0.99951000;0.0000699828;59.13;16.21
2;7;100;0.1;100000;0.00050000;0.99950000;0.0000706930;59.13;16.17
2;8;100;0.1;100000;0.00048000;0.99952000;0.0000692654;59.20;16.25
2;9;100;0.1;100000;0.00044000;0.99956000;0.0000663179;59.12;16.31
2;10;100;0.1;100000;0.00049000;0.99951000;0.0000699828;59.18;16.25
2;11;100;0.1;100000;0.00040000;0.99960000;0.0000632329;59.23;16.26
2;12;100;0.1;100000;0.00052000;0.99948000;0.0000720923;59.18;16.29
2;13;100;0.1;100000;0.00047000;0.99953000;0.0000685404;59.23;16.34
2;14;100;0.1;100000;0.00046000;0.99954000;0.0000678077;59.14;16.21
2;15;100;0.1;100000;0.00054000;0.99946000;0.0000734648;59.16;16.23
2;16;100;0.1;100000;0.00041000;0.99959000;0.0000640181;59.16;16.33
2;17;100;0.1;100000;0.00043000;0.99957000;0.0000655603;59.11;16.22
2;18;100;0.1;100000;0.00040000;0.99960000;0.0000632329;59.14;16.19
2;19;100;0.1;100000;0.00039000;0.99961000;0.0000624378;59.13;16.15
2;20;100;0.1;100000;0.00059000;0.99941000;0.0000767888;59.21;16.27
1;1;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;2;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;3;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;4;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;5;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;6;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;7;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;8;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;9;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;10;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;11;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;12;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;13;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;14;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;15;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;16;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;17;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;18;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;19;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;20;10;0.1;10000;0.00000000;1.00000000;0.0000000000;0.00;0.00
2;1;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.90;14.66
2;2;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.77;14.73
2;3;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.86;14.76
2;4;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.77;14.69
2;5;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.90;14.73
2;6;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.88;14.66
2;7;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.88;14.73
2;8;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.88;14.69
2;9;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.81;14.66
2;10;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.93;14.72
2;11;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.92;14.74
2;12;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.87;14.74
2;13;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.80;14.65
2;14;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.90;14.74
2;15;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.81;14.64
2;16;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.83;14.76
2;17;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.88;14.71
2;18;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.80;14.71
2;19;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.89;14.81
2;20;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.86;14.67
1;1;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;2;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;3;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;4;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;5;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;6;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;7;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;8;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;9;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;10;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;11;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;12;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;13;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;14;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;15;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;16;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;17;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;18;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;19;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;20;100;0.1;100000;0.00000000;1.00000000;0.0000000000;0.00;0.00
1;1;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.80;14.63
1;2;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.81;14.67
1;3;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.73;14.57
1;4;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.81;14.70
1;5;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.84;14.68
1;6;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.88;14.68
1;7;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.86;14.69
1;8;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.89;14.77
1;9;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.88;14.65
1;10;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.82;14.67
1;11;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.87;14.75
1;12;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.73;14.52
1;13;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.86;14.76
1;14;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.80;14.68
1;15;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.84;14.67
1;16;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.86;14.63
1;17;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.86;14.68
1;18;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.77;14.71
1;19;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.84;14.70
1;20;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.82;14.64
1;1;100;0.1;100000;0.00049000;0.99951000;0.0000699828;59.13;16.22
1;2;100;0.1;100000;0.00039000;0.99961000;0.0000624378;59.19;16.25
1;3;100;0.1;100000;0.00044000;0.99956000;0.0000663179;59.18;16.27
1;4;100;0.1;100000;0.00044000;0.99956000;0.0000663179;59.11;16.29
1;5;100;0.1;100000;0.00040000;0.99960000;0.0000632329;59.11;16.23
1;6;100;0.1;100000;0.00052000;0.99948000;0.0000720923;59.15;16.26
1;7;100;0.1;100000;0.00046000;0.99954000;0.0000678077;59.18;16.35
1;8;100;0.1;100000;0.00044000;0.99956000;0.0000663179;59.23;16.35
1;9;100;0.1;100000;0.00049000;0.99951000;0.0000699828;59.11;16.31
1;10;100;0.1;100000;0.00038000;0.99962000;0.0000616324;59.24;16.36
1;11;100;0.1;100000;0.00036000;0.99964000;0.0000599892;59.16;16.29
1;12;100;0.1;100000;0.00050000;0.99950000;0.0000706930;59.12;16.26
1;13;100;0.1;100000;0.00041000;0.99959000;0.0000640181;59.19;16.27
1;14;100;0.1;100000;0.00048000;0.99952000;0.0000692654;59.25;16.35
1;15;100;0.1;100000;0.00042000;0.99958000;0.0000647938;59.17;16.29
1;16;100;0.1;100000;0.00027000;0.99973000;0.0000519545;59.18;16.32
1;17;100;0.1;100000;0.00041000;0.99959000;0.0000640181;59.25;16.32
1;18;100;0.1;100000;0.00040000;0.99960000;0.0000632329;59.08;16.24
1;19;100;0.1;100000;0.00050000;0.99950000;0.0000706930;59.11;16.16
1;20;100;0.1;100000;0.00044000;0.99956000;0.0000663179;59.09;16.27
1;1;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.85;14.73
1;2;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.82;14.68
1;3;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.91;14.74
1;4;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.81;14.69
1;5;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.81;14.66
1;6;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.79;14.68
1;7;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.75;14.69
1;8;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.85;14.67
1;9;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.80;14.65
1;10;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.86;14.69
1;11;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.85;14.71
1;12;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.95;14.76
1;13;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.88;14.66
1;14;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.90;14.64
1;15;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.74;14.67
1;16;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.88;14.68
1;17;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.92;14.70
1;18;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.78;14.65
1;19;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.87;14.75
1;20;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.76;14.60
1;1;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.85;14.72
1;2;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.76;14.64
1;3;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.79;14.68
1;4;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.77;14.62
1;5;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.95;14.73
1;6;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.87;14.75
1;7;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.85;14.69
1;8;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.87;14.72
1;9;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.94;14.76
1;10;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.77;14.66
1;11;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.86;14.76
1;12;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.85;14.69
1;13;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.81;14.74
1;14;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.85;14.65
1;15;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.84;14.59
1;16;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.85;14.67
1;17;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.76;14.62
1;18;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.76;14.64
1;19;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.83;14.61
1;20;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.85;14.73
2;1;1000;0.02;10000;0.01540000;0.98460000;0.0012313748;411.99;84.98
2;2;1000;0.02;10000;0.01920000;0.98080000;0.0013722740;410.54;84.68
2;3;1000;0.02;10000;0.01950000;0.98050000;0.0013827418;412.01;85.26
2;4;1000;0.02;10000;0.01890000;0.98110000;0.0013617191;412.71;85.20
2;5;1000;0.02;10000;0.01820000;0.98180000;0.0013367408;412.31;85.37
2;6;1000;0.02;10000;0.02090000;0.97910000;0.0014304961;410.86;85.41
2;7;1000;0.02;10000;0.01910000;0.98090000;0.0013687655;411.98;85.50
2;8;1000;0.02;10000;0.01770000;0.98230000;0.0013185867;412.37;85.50
2;9;1000;0.02;10000;0.01730000;0.98270000;0.0013038677;410.54;84.88
2;10;1000;0.02;10000;0.01800000;0.98200000;0.0013295112;410.08;84.96
2;11;1000;0.02;10000;0.01840000;0.98160000;0.0013439286;411.09;86.39
2;12;1000;0.02;10000;0.01980000;0.98020000;0.0013931245;411.05;84.28
2;13;1000;0.02;10000;0.01570000;0.98430000;0.0012431215;410.81;84.93
2;14;1000;0.02;10000;0.01780000;0.98220000;0.0013222390;411.12;85.83
2;15;1000;0.02;10000;0.02010000;0.97990000;0.0014034240;411.97;85.08
2;16;1000;0.02;10000;0.01800000;0.98200000;0.0013295112;410.43;84.68
2;17;1000;0.02;10000;0.02000000;0.98000000;0.0014000000;410.94;83.74
2;18;1000;0.02;10000;0.01920000;0.98080000;0.0013722740;410.64;84.38
2;19;1000;0.02;10000;0.01720000;0.98280000;0.0013001600;411.03;84.37
2;20;1000;0.02;10000;0.01910000;0.98090000;0.0013687655;410.41;85.50
1;1;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.79;14.65
1;2;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.83;14.65
1;3;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.87;14.67
1;4;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.80;14.68
1;5;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.80;14.64
1;6;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.88;14.82
1;7;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.87;14.73
1;8;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.82;14.69
1;9;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.82;14.65
1;10;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.83;14.74
1;11;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.86;14.66
1;12;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.82;14.71
1;13;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.80;14.62
1;14;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.84;14.64
1;15;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.85;14.70
1;16;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.84;14.74
1;17;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.86;14.70
1;18;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.82;14.69
1;19;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.85;14.64
1;20;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.85;14.67
2;1;1000;0.02;10000;0.01830000;0.98170000;0.0013403399;411.03;86.20
2;2;1000;0.02;10000;0.01790000;0.98210000;0.0013258805;411.92;86.29
2;3;1000;0.02;10000;0.02070000;0.97930000;0.0014237805;411.40;84.58
2;4;1000;0.02;10000;0.01810000;0.98190000;0.0013331313;412.10;85.62
2;5;1000;0.02;10000;0.01650000;0.98350000;0.0012738819;412.81;85.47
2;6;1000;0.02;10000;0.01840000;0.98160000;0.0013439286;411.16;83.93
2;7;1000;0.02;10000;0.01950000;0.98050000;0.0013827418;410.88;84.65
2;8;1000;0.02;10000;0.01810000;0.98190000;0.0013331313;412.60;86.19
2;9;1000;0.02;10000;0.01970000;0.98030000;0.0013896730;411.94;83.84
2;10;1000;0.02;10000;0.01710000;0.98290000;0.0012964409;410.31;84.10
2;11;1000;0.02;10000;0.02060000;0.97940000;0.0014204098;410.32;84.87
2;12;1000;0.02;10000;0.01880000;0.98120000;0.0013581811;411.50;85.40
2;13;1000;0.02;10000;0.01910000;0.98090000;0.0013687655;411.66;84.44
2;14;1000;0.02;10000;0.02040000;0.97960000;0.0014136421;411.91;86.44
2;15;1000;0.02;10000;0.01980000;0.98020000;0.0013931245;411.38;84.72
2;16;1000;0.02;10000;0.01840000;0.98160000;0.0013439286;412.01;87.03
2;17;1000;0.02;10000;0.01780000;0.98220000;0.0013222390;410.98;84.70
2;18;1000;0.02;10000;0.01800000;0.98200000;0.0013295112;410.70;85.68
2;19;1000;0.02;10000;0.01770000;0.98230000;0.0013185867;411.10;84.39
2;20;1000;0.02;10000;0.01780000;0.98220000;0.0013222390;412.39;85.27
1;1;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.85;14.67
1;2;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.93;14.70
1;3;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.79;14.72
1;4;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.85;14.64
1;5;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.76;14.61
1;6;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.76;14.64
1;7;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.87;14.74
1;8;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.84;14.69
1;9;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.84;14.70
1;10;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.81;14.70
1;11;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.84;14.68
1;12;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.82;14.60
1;13;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.80;14.65
1;14;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.77;14.60
1;15;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.77;14.67
1;16;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.80;14.63
1;17;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.90;14.73
1;18;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.84;14.65
1;19;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.87;14.68
1;20;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.88;14.70
2;1;1000;0.02;10000;0.01720000;0.98280000;0.0013001600;411.57;86.18
2;2;1000;0.02;10000;0.01750000;0.98250000;0.0013112494;412.31;85.12
2;3;1000;0.02;10000;0.01500000;0.98500000;0.0012155246;410.83;85.16
2;4;1000;0.02;10000;0.01690000;0.98310000;0.0012889682;411.92;84.57
2;5;1000;0.02;10000;0.01870000;0.98130000;0.0013546332;409.97;84.32
2;6;1000;0.02;10000;0.02100000;0.97900000;0.0014338410;410.92;86.25
2;7;1000;0.02;10000;0.01910000;0.98090000;0.0013687655;411.25;85.94
2;8;1000;0.02;10000;0.02050000;0.97950000;0.0014170303;411.90;85.57
2;9;1000;0.02;10000;0.01840000;0.98160000;0.0013439286;410.50;84.72
2;10;1000;0.02;10000;0.01650000;0.98350000;0.0012738819;411.44;84.75
2;11;1000;0.02;10000;0.01880000;0.98120000;0.0013581811;412.29;85.56
2;12;1000;0.02;10000;0.02020000;0.97980000;0.0014068390;410.72;85.22
2;13;1000;0.02;10000;0.01890000;0.98110000;0.0013617191;410.07;83.36
2;14;1000;0.02;10000;0.01930000;0.98070000;0.0013757729;411.88;84.71
2;15;1000;0.02;10000;0.01780000;0.98220000;0.0013222390;410.38;84.32
2;16;1000;0.02;10000;0.01940000;0.98060000;0.0013792621;411.73;84.74
2;17;1000;0.02;10000;0.01840000;0.98160000;0.0013439286;411.66;85.14
2;18;1000;0.02;10000;0.02090000;0.97910000;0.0014304961;409.81;83.30
2;19;1000;0.02;10000;0.01910000;0.98090000;0.0013687655;410.57;85.19
2;20;1000;0.02;10000;0.01740000;0.98260000;0.0013075641;411.07;84.61
1;1;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.86;14.71
1;2;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.87;14.72
1;3;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.82;14.64
1;4;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.87;14.62
1;5;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.83;14.70
1;6;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.83;14.62
1;7;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.86;14.74
1;8;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.81;14.64
1;9;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.94;14.75
1;10;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.84;14.61
1;11;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.75;14.67
1;12;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.77;14.63
1;13;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.75;14.74
1;14;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.94;14.73
1;15;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.74;14.66
1;16;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.93;14.70
1;17;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.78;14.60
1;18;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.79;14.67
1;19;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.83;14.69
1;20;100;0.1;100000;0.00000000;1.00000000;0.0000000000;43.75;14.65
2;1;1000;0.02;10000;0.02050000;0.97950000;0.0014170303;410.37;83.29
2;2;1000;0.02;10000;0.02030000;0.97970000;0.0014102450;412.47;84.40
2;3;1000;0.02;10000;0.01890000;0.98110000;0.0013617191;410.14;84.32
2;4;1000;0.02;10000;0.01680000;0.98320000;0.0012852144;411.20;84.39
2;5;1000;0.02;10000;0.01960000;0.98040000;0.0013862121;410.10;84.60
2;6;1000;0.02;10000;0.01920000;0.98080000;0.0013722740;410.93;85.41
2;7;1000;0.02;10000;0.01900000;0.98100000;0.0013652472;411.47;85.97
2;8;1000;0.02;10000;0.01630000;0.98370000;0.0012662666;411.55;84.36
2;9;1000;0.02;10000;0.01880000;0.98120000;0.0013581811;412.07;85.67
2;10;1000;0.02;10000;0.02060000;0.97940000;0.0014204098;412.42;86.04
2;11;1000;0.02;10000;0.01810000;0.98190000;0.0013331313;412.69;84.84
2;12;1000;0.02;10000;0.01920000;0.98080000;0.0013722740;411.05;85.74
2;13;1000;0.02;10000;0.01810000;0.98190000;0.0013331313;410.96;83.90
2;14;1000;0.02;10000;0.01740000;0.98260000;0.0013075641;411.41;84.38
2;15;1000;0.02;10000;0.01970000;0.98030000;0.0013896730;410.22;84.12
2;16;1000;0.02;10000;0.02120000;0.97880000;0.0014405055;412.22;85.40
2;17;1000;0.02;10000;0.01920000;0.98080000;0.0013722740;412.64;85.61
2;18;1000;0.02;10000;0.01680000;0.98320000;0.0012852144;412.34;85.93
2;19;1000;0.02;10000;0.01840000;0.98160000;0.0013439286;411.34;83.94
2;20;1000;0.02;10000;0.01720000;0.98280000;0.0013001600;410.49;84.82
